section_file	term	status
refs/sections/zshmisc__errors.txt	POSIX_BUILTINS	PRESENT
refs/sections/zshmisc__errors.txt	typeset	PRESENT
refs/sections/zshmisc__errors.txt	parse	PRESENT
refs/sections/zshmisc__errors.txt	local	PRESENT
refs/sections/zshmisc__errors.txt	declare	PRESENT
refs/sections/zshmisc__errors.txt	export	PRESENT
refs/sections/zshmisc__anonymous-functions.txt	function	PRESENT
refs/sections/zshmisc__anonymous-functions.txt	anonymous	PRESENT
refs/sections/zshmisc__anonymous-functions.txt	local	PRESENT
refs/sections/zshmisc__anonymous-functions.txt	scope	PRESENT
refs/sections/zshmisc__anonymous-functions.txt	redirections	PRESENT
refs/sections/zshmisc__anonymous-functions.txt	arguments	PRESENT
refs/sections/zshmisc__anonymous-functions.txt	$0	PRESENT
refs/sections/zshmisc__anonymous-functions.txt	enclosing	PRESENT
refs/sections/zshoptions__specifying-options.txt	SH_OPTION_LETTERS	PRESENT
refs/sections/zshoptions__specifying-options.txt	LOCAL_OPTIONS	PRESENT
refs/sections/zshoptions__specifying-options.txt	setopt	PRESENT
refs/sections/zshoptions__specifying-options.txt	unsetopt	PRESENT
refs/sections/zshoptions__specifying-options.txt	set	PRESENT
refs/sections/zshoptions__specifying-options.txt	case insensitive	REFORMATTED
refs/sections/zshoptions__specifying-options.txt	single letter options	PRESENT
refs/sections/zshmisc__command-execution.txt	Functions	PRESENT
refs/sections/zshmisc__command-execution.txt	$path	PRESENT
refs/sections/zshmisc__command-execution.txt	builtin	PRESENT
refs/sections/zshmisc__command-execution.txt	command_not_found_handler	PRESENT
refs/sections/zshmisc__command-execution.txt	subshell	PRESENT
refs/sections/zshmisc__command-execution.txt	execve	PRESENT
refs/sections/zshmisc__command-execution.txt	shell function	PRESENT
refs/sections/zshparam__local-parameters.txt	typeset	PRESENT
refs/sections/zshparam__local-parameters.txt	declare	PRESENT
refs/sections/zshparam__local-parameters.txt	integer	PRESENT
refs/sections/zshparam__local-parameters.txt	local	PRESENT
refs/sections/zshparam__local-parameters.txt	readonly	PRESENT
refs/sections/zshparam__local-parameters.txt	export	PRESENT
refs/sections/zshparam__local-parameters.txt	scope	PRESENT
refs/sections/zshparam__local-parameters.txt	special parameters	PRESENT
refs/sections/zshparam__positional-parameters.txt	positional parameters	PRESENT
refs/sections/zshparam__positional-parameters.txt	argv	PRESENT
refs/sections/zshparam__positional-parameters.txt	$0	PRESENT
refs/sections/zshparam__positional-parameters.txt	KSH_ARRAYS	PRESENT
refs/sections/zshparam__positional-parameters.txt	KSH_ZERO_SUBSCRIPT	PRESENT
refs/sections/zshparam__positional-parameters.txt	set builtin	PRESENT
refs/sections/zshparam__positional-parameters.txt	Invocation	PRESENT
refs/sections/zshparam__positional-parameters.txt	Functions	PRESENT
refs/sections/zshexpn__description.txt	History Expansion	PRESENT
refs/sections/zshexpn__description.txt	Alias Expansion	PRESENT
refs/sections/zshexpn__description.txt	Process Substitution	PRESENT
refs/sections/zshexpn__description.txt	Parameter Expansion	PRESENT
refs/sections/zshexpn__description.txt	Command Substitution	PRESENT
refs/sections/zshexpn__description.txt	Arithmetic Expansion	PRESENT
refs/sections/zshexpn__description.txt	Brace Expansion	PRESENT
refs/sections/zshexpn__description.txt	Filename Expansion	PRESENT
refs/sections/zshexpn__description.txt	Filename Generation	PRESENT
refs/sections/zshexpn__description.txt	SH_FILE_EXPANSION	PRESENT
refs/sections/zshmisc__redirections-with-no-command.txt	NULLCMD	PRESENT
refs/sections/zshmisc__redirections-with-no-command.txt	CSH_NULLCMD	PRESENT
refs/sections/zshmisc__redirections-with-no-command.txt	SH_NULLCMD	PRESENT
refs/sections/zshmisc__redirections-with-no-command.txt	READNULLCMD	PRESENT
refs/sections/zshmisc__redirections-with-no-command.txt	redirections	PRESENT
refs/sections/zshmisc__redirections-with-no-command.txt	parameter assignments	PRESENT
refs/sections/zshmisc__redirections-with-no-command.txt	emulating	PRESENT
refs/sections/zshmisc__signals.txt	INT	PRESENT
refs/sections/zshmisc__signals.txt	QUIT	PRESENT
refs/sections/zshmisc__signals.txt	MONITOR	PRESENT
refs/sections/zshmisc__signals.txt	TRAPNAL	PRESENT
refs/sections/zshmisc__signals.txt	PROCESS SUBSTITUTION	PRESENT
refs/sections/zshmisc__signals.txt	MULTIOS	PRESENT
refs/sections/zshmisc__signals.txt	zshexpn	PRESENT
refs/sections/zshmisc__signals.txt	zshmisc	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	PROMPT_SUBST	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	PROMPT_BANG	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	PROMPT_PERCENT	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	zshexpn	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	parameter expansion	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	command substitution	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	arithmetic expansion	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	escape sequences	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	history event number	PRESENT
refs/sections/zshmisc__expansion-of-prompt-sequences.txt	print builtin	PRESENT
refs/sections/zshexpn__command-substitution.txt	command substitution	PRESENT
refs/sections/zshexpn__command-substitution.txt	$(...)	PRESENT
refs/sections/zshexpn__command-substitution.txt	grave accents	PRESENT
refs/sections/zshexpn__command-substitution.txt	IFS parameter	PRESENT
refs/sections/zshexpn__command-substitution.txt	GLOB_SUBST	PRESENT
refs/sections/zshexpn__command-substitution.txt	filename generation	PRESENT
refs/sections/zshexpn__command-substitution.txt	parameter expansion	PRESENT
refs/sections/zshexpn__command-substitution.txt	arithmetic expansion	PRESENT
refs/sections/zshexpn__command-substitution.txt	single word shell expansions	PRESENT
refs/sections/zshexpn__command-substitution.txt	standard output	PRESENT
refs/sections/zshoptions__option-aliases.txt	BRACE_EXPAND	PRESENT
refs/sections/zshoptions__option-aliases.txt	NO_IGNORE_BRACES	PRESENT
refs/sections/zshoptions__option-aliases.txt	DOT_GLOB	PRESENT
refs/sections/zshoptions__option-aliases.txt	GLOB_DOTS	PRESENT
refs/sections/zshoptions__option-aliases.txt	HASH_ALL	PRESENT
refs/sections/zshoptions__option-aliases.txt	HIST_APPEND	PRESENT
refs/sections/zshoptions__option-aliases.txt	HIST_EXPAND	PRESENT
refs/sections/zshoptions__option-aliases.txt	BANG_HIST	PRESENT
refs/sections/zshoptions__option-aliases.txt	PROMPT_VARS	PRESENT
refs/sections/zshoptions__option-aliases.txt	PROMPT_SUBST	PRESENT
refs/sections/zshmisc__reserved-words.txt	reserved words	PRESENT
refs/sections/zshmisc__reserved-words.txt	disable -r	PRESENT
refs/sections/zshmisc__reserved-words.txt	IGNORE_BRACES	PRESENT
refs/sections/zshmisc__reserved-words.txt	IGNORE_CLOSE_BRACES	PRESENT
refs/sections/zshmisc__reserved-words.txt	do	PRESENT
refs/sections/zshmisc__reserved-words.txt	done	PRESENT
refs/sections/zshmisc__reserved-words.txt	for	PRESENT
refs/sections/zshmisc__reserved-words.txt	case	PRESENT
refs/sections/zshmisc__reserved-words.txt	if	PRESENT
refs/sections/zshmisc__reserved-words.txt	while	PRESENT
refs/sections/zshexpn__arithmetic-expansion.txt	arithmetic expansion	PRESENT
refs/sections/zshexpn__arithmetic-expansion.txt	$[exp]	PRESENT
refs/sections/zshexpn__arithmetic-expansion.txt	$((exp))	PRESENT
refs/sections/zshexpn__arithmetic-expansion.txt	arithmetic expression	PRESENT
refs/sections/zshexpn__arithmetic-expansion.txt	parameter expansion	REFORMATTED
refs/sections/zshexpn__arithmetic-expansion.txt	command substitution	PRESENT
refs/sections/zshexpn__arithmetic-expansion.txt	Arithmetic Evaluation	PRESENT
refs/sections/zshexpn__arithmetic-expansion.txt	substitution	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	zshmisc	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	zshexpn	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	zshzle	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	zshmodules	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	zshparam	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	zshoptions	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	EXTENDED_GLOB	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	KSH_GLOB	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	CHASE_LINKS	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	POSIX_CD	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	CDABLE_VARS	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	PUSHD_MINUS	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	AUTO_CONTINUE	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	BSD_ECHO	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	PUSHD_SILENT	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	PATH_DIRS	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	KSH_AUTOLOAD	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	TYPESET_SILENT	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	TYPESET_TO_UNSET	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	coprocess	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	completion	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	alias	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	suffix alias	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	glob qualifiers	PRESENT
refs/sections/zshbuiltins__shell-builtin-commands.txt	fpath	PRESENT
refs/sections/zshoptions__description-of-options.txt	EXTENDED_GLOB	PRESENT
refs/sections/zshoptions__description-of-options.txt	CDPATH	PRESENT
refs/sections/zshoptions__description-of-options.txt	GLOB_COMPLETE	PRESENT
refs/sections/zshoptions__description-of-options.txt	MENU_COMPLETE	PRESENT
refs/sections/zshoptions__description-of-options.txt	BASH_REMATCH	PRESENT
refs/sections/zshoptions__description-of-options.txt	KSH_ARRAYS	PRESENT
refs/sections/zshoptions__description-of-options.txt	zshexpn	PRESENT
refs/sections/zshoptions__description-of-options.txt	zshmisc	PRESENT
refs/sections/zshoptions__description-of-options.txt	zshbuiltins	PRESENT
refs/sections/zshoptions__description-of-options.txt	MATCH	PRESENT
refs/sections/zshoptions__description-of-options.txt	HIST_SUBST_PATTERN	PRESENT
refs/sections/zshoptions__description-of-options.txt	FUNCTION_ARGZERO	PRESENT
refs/sections/zshoptions__description-of-options.txt	MULTIBYTE	PRESENT
refs/sections/zshoptions__description-of-options.txt	CHAR	PRESENT
refs/sections/zshoptions__description-of-options.txt	ZERR	PRESENT
refs/sections/zshoptions__description-of-options.txt	ZLE	PRESENT
refs/sections/zshoptions__description-of-options.txt	bindkey	PRESENT
refs/sections/zshoptions__description-of-options.txt	emulate	PRESENT
refs/sections/zshoptions__description-of-options.txt	Filename Expansion	PRESENT
refs/sections/zshoptions__description-of-options.txt	Filename Generation	PRESENT
refs/sections/zshoptions__description-of-options.txt	POSIX	PRESENT
refs/sections/zshoptions__description-of-options.txt	RC_EXPAND_PARAM	PRESENT
refs/sections/zshoptions__description-of-options.txt	GLOB_SUBST	PRESENT
refs/sections/zshoptions__description-of-options.txt	REMATCH_PCRE	PRESENT
refs/sections/zshoptions__description-of-options.txt	PCRE	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	zshparam	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	GLOB_SUBST	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	SH_WORD_SPLIT	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	KSH_ARRAYS	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	Filename Generation	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	Modifiers	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	History Expansion	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	RC_EXPAND_PARAM	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	POSIX_IDENTIFIERS	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	MULTIBYTE	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	IFS	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	command substitution	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	arithmetic expansion	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	Brace Expansion	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	associative arrays	REFORMATTED
refs/sections/zshexpn__parameter-expansion.txt	subscript	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	typeset	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	PROMPT_PERCENT	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	PROMPT_SUBST	PRESENT
refs/sections/zshexpn__parameter-expansion.txt	Filename Expansion	PRESENT
